datetime,portfolio_value,cash,cash_deposits_total,cash_withdrawals_total,cash_adjustments_net_total,cash_financing_enabled,cash_financing_account_mode,cash_financing_credit_total,cash_financing_debit_total,cash_financing_net_total,cash_financing_days_accrued,cash_financing_events,cash_financing_last_credit_rate_used,cash_financing_last_debit_rate_used,positions,cash_deposits_period,cash_withdrawals_period,cash_adjustments_net_period,cash_financing_credit_period,cash_financing_debit_period,cash_financing_net_period,return,cash_adjusted_portfolio_value
2025-12-17 09:30:00-05:00,99524.76928710938,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99524.76928710938
2025-12-17 16:00:00-05:00,99524.76928710938,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99524.76928710938
2025-12-18 08:30:00-05:00,99572.95178222656,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.00048412566502104097,99572.95178222655
2025-12-18 09:30:00-05:00,99572.95178222656,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99572.95178222655
2025-12-18 09:30:00-05:00,99572.95178222656,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99572.95178222655
2025-12-18 16:00:00-05:00,99572.95178222656,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99572.95178222655
2025-12-19 08:30:00-05:00,99405.77893066406,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,-0.0016788982205541063,99405.77893066405
2025-12-19 09:30:00-05:00,99405.77893066406,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99405.77893066405
2025-12-19 09:30:00-05:00,99405.77893066406,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99405.77893066405
2025-12-19 16:00:00-05:00,99405.77893066406,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99405.77893066405
2025-12-22 08:30:00-05:00,99332.05267333984,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,-0.0007416697310489676,99332.05267333983
2025-12-22 09:30:00-05:00,99332.05267333984,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99332.05267333983
2025-12-22 09:30:00-05:00,99332.05267333984,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99332.05267333983
2025-12-22 16:00:00-05:00,99332.05267333984,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99332.05267333983
2025-12-23 08:30:00-05:00,99868.60089111328,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.005401561765142541,99868.60089111328
2025-12-23 09:30:00-05:00,99868.60089111328,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99868.60089111328
2025-12-23 09:30:00-05:00,99868.60089111328,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99868.60089111328
2025-12-23 16:00:00-05:00,99868.60089111328,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99868.60089111328
2025-12-24 08:30:00-05:00,99867.13946533203,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,-1.4633486082811877e-05,99867.13946533203
2025-12-24 09:30:00-05:00,99867.13946533203,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99867.13946533203
2025-12-24 09:30:00-05:00,99867.13946533203,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99867.13946533203
2025-12-24 13:00:00-05:00,99867.13946533203,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99867.13946533203
2025-12-26 08:30:00-05:00,100161.3316040039,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.002945835239167946,100161.3316040039
2025-12-26 09:30:00-05:00,100161.3316040039,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100161.3316040039
2025-12-26 09:30:00-05:00,100161.3316040039,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100161.3316040039
2025-12-26 16:00:00-05:00,100161.3316040039,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100161.3316040039
2025-12-29 08:30:00-05:00,100357.70178222656,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0019605388135116053,100357.70178222656
2025-12-29 09:30:00-05:00,100357.70178222656,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100357.70178222656
2025-12-29 09:30:00-05:00,100357.70178222656,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100357.70178222656
2025-12-29 16:00:00-05:00,100357.70178222656,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100357.70178222656
2025-12-30 08:30:00-05:00,100131.39910888672,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,-0.0022549606987903557,100131.3991088867
2025-12-30 09:30:00-05:00,100131.39910888672,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100131.3991088867
2025-12-30 09:30:00-05:00,100131.39910888672,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100131.3991088867
2025-12-30 16:00:00-05:00,100131.39910888672,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100131.3991088867
2025-12-31 08:30:00-05:00,100124.8316040039,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,-6.5588865643141e-05,100124.83160400389
2025-12-31 09:30:00-05:00,100124.8316040039,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100124.83160400389
2025-12-31 09:30:00-05:00,100124.8316040039,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100124.83160400389
2025-12-31 16:00:00-05:00,100124.8316040039,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100124.83160400389
2026-01-02 08:30:00-05:00,100102.20178222656,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,-0.00022601607827761684,100102.20178222655
2026-01-02 09:30:00-05:00,100102.20178222656,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100102.20178222655
2026-01-02 09:30:00-05:00,100102.20178222656,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100102.20178222655
2026-01-02 16:00:00-05:00,100102.20178222656,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100102.20178222655
2026-01-05 08:30:00-05:00,99997.81231689453,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,-0.0010428288636361034,99997.81231689452
2026-01-05 09:30:00-05:00,99997.81231689453,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99997.81231689452
2026-01-05 09:30:00-05:00,99997.81231689453,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99997.81231689452
2026-01-05 16:00:00-05:00,99997.81231689453,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,99997.81231689452
2026-01-06 08:30:00-05:00,100058.39910888672,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0006058811746819727,100058.39910888672
2026-01-06 09:30:00-05:00,100058.39910888672,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100058.39910888672
2026-01-06 09:30:00-05:00,100058.39910888672,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100058.39910888672
2026-01-06 16:00:00-05:00,100058.39910888672,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100058.39910888672
2026-01-07 08:30:00-05:00,100159.87017822266,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0010141184572173044,100159.87017822266
2026-01-07 09:30:00-05:00,100159.87017822266,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100159.87017822266
2026-01-07 09:30:00-05:00,100159.87017822266,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100159.87017822266
2026-01-07 16:00:00-05:00,100159.87017822266,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100159.87017822266
2026-01-08 08:30:00-05:00,100470.85089111328,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0031048434102128085,100470.85089111327
2026-01-08 09:30:00-05:00,100470.85089111328,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100470.85089111327
2026-01-08 09:30:00-05:00,100470.85089111328,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100470.85089111327
2026-01-08 16:00:00-05:00,100470.85089111328,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100470.85089111327
2026-01-09 08:30:00-05:00,100224.8412475586,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,-0.0024485673344331878,100224.84124755856
2026-01-09 09:30:00-05:00,100224.8412475586,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100224.84124755856
2026-01-09 09:30:00-05:00,100224.8412475586,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100224.84124755856
2026-01-09 16:00:00-05:00,100224.8412475586,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100224.84124755856
2026-01-12 08:30:00-05:00,100356.97106933594,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0013183340590281287,100356.97106933592
2026-01-12 09:30:00-05:00,100356.97106933594,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100356.97106933592
2026-01-12 09:30:00-05:00,100356.97106933594,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100356.97106933592
2026-01-12 16:00:00-05:00,100356.97106933594,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100356.97106933592
2026-01-13 08:30:00-05:00,100360.62017822266,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,3.636128958293895e-05,100360.62017822263
2026-01-13 09:30:00-05:00,100360.62017822266,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100360.62017822263
2026-01-13 09:30:00-05:00,100360.62017822266,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100360.62017822263
2026-01-13 16:00:00-05:00,100360.62017822266,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100360.62017822263
2026-01-14 08:30:00-05:00,100711.75,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.00349868126715239,100711.74999999997
2026-01-14 09:30:00-05:00,100711.75,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100711.74999999997
2026-01-14 09:30:00-05:00,100711.75,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100711.74999999997
2026-01-14 16:00:00-05:00,100711.75,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100711.74999999997
2026-01-15 08:30:00-05:00,100383.98071289062,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,-0.003254528762625761,100383.98071289058
2026-01-15 09:30:00-05:00,100383.98071289062,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100383.98071289058
2026-01-15 09:30:00-05:00,100383.98071289062,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100383.98071289058
2026-01-15 16:00:00-05:00,100383.98071289062,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100383.98071289058
2026-01-16 08:30:00-05:00,100644.5912475586,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0025961366825384613,100644.59124755855
2026-01-16 09:30:00-05:00,100644.5912475586,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100644.59124755855
2026-01-16 09:30:00-05:00,100644.5912475586,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100644.59124755855
2026-01-16 16:00:00-05:00,100644.5912475586,49940.980712890625,0.0,0.0,0.0,False,margin,0.0,0.0,0.0,0,0,,,"[{'asset': {'symbol': 'SPY', 'type': 'stock'}, 'quantity': 73.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,100644.59124755855
